type,cell_type,feature,coefficient
tAge,Tcm_CD4,SYNE2,1.187508803
tAge,Tcm_CD4,SYT11,1.910223011
tAge,Tcm_CD4,SYTL3,0.120215349
tAge,Tcm_CD4,TAB2,0.795078243
tAge,Tcm_CD4,TACC1,-1.371518407
tAge,Tcm_CD4,TAGAP,-0.092875766
tAge,Tcm_CD4,TANK,1.604706304
tAge,Tcm_CD4,TARID,-9.190051901
tAge,Tcm_CD4,TBC1D8B,4.709789821
tAge,Tcm_CD4,TBCK,0.688032266
tAge,Tcm_CD4,TBL1XR1,-0.532427871
tAge,Tcm_CD4,TBX1,17.98263187
tAge,Tcm_CD4,TC2N,-0.336959274
tAge,Tcm_CD4,TCOF1,-1.071481612
tAge,Tcm_CD4,TDRD9,-8.65147816
tAge,Tcm_CD4,TENM1,-0.689150071
tAge,Tcm_CD4,TEX22,1.128930621
tAge,Tcm_CD4,TFDP1,0.499554506
tAge,Tcm_CD4,TGFBR2,-1.72025017
tAge,Tcm_CD4,THAP2,-3.446317474
tAge,Tcm_CD4,THOC3,0.434334869
tAge,Tcm_CD4,TIAL1,0.893911252
tAge,Tcm_CD4,TIAM1,0.687972717
tAge,Tcm_CD4,TKT,-0.007964596
tAge,Tcm_CD4,TLR9,-3.797675965
tAge,Tcm_CD4,TMC2,39.72920553
tAge,Tcm_CD4,TMCC2,8.811072407
tAge,Tcm_CD4,TMCO2,13.84103268
tAge,Tcm_CD4,TMEM102,2.809961927
tAge,Tcm_CD4,TMEM150C,9.235102734
tAge,Tcm_CD4,TMEM17,63.97664355
tAge,Tcm_CD4,TMEM200A,1.748329144
tAge,Tcm_CD4,TMEM263,-1.592626015
tAge,Tcm_CD4,TMEM266,6.206690908
tAge,Tcm_CD4,TMEM87A,0.252206121
tAge,Tcm_CD4,TMIE,-11.99800156
tAge,Tcm_CD4,TMPRSS11A,-6.997150619
tAge,Tcm_CD4,TMPRSS9,-8.101394983
tAge,Tcm_CD4,TMX4,0.939783639
tAge,Tcm_CD4,TNFAIP8,-0.108383418
tAge,Tcm_CD4,TNFRSF10B,0.077347323
tAge,Tcm_CD4,TNFSF18,7.423698229
tAge,Tcm_CD4,TOMM22,1.29554323
tAge,Tcm_CD4,TP53BP1,0.479595651
tAge,Tcm_CD4,TPCN2,1.46504264
tAge,Tcm_CD4,TPRG1,1.198071551
tAge,Tcm_CD4,TPTEP2-CSNK1E,-1.136057371
tAge,Tcm_CD4,TRAJ3,-2.120356744
tAge,Tcm_CD4,TRAJ52,-49.65112457
tAge,Tcm_CD4,TRAJ58,25.46336066
tAge,Tcm_CD4,TRAK2,0.076914318
tAge,Tcm_CD4,TRAV21,-4.69406146
tAge,Tcm_CD4,TRAV23DV6,-3.737083823
tAge,Tcm_CD4,TRDMT1,-1.417369729
tAge,Tcm_CD4,TREX1,-19.54797734
tAge,Tcm_CD4,TRIM37,3.140777966
tAge,Tcm_CD4,TRIO,-1.453172466
tAge,Tcm_CD4,TRPC5,-4.871003166
tAge,Tcm_CD4,TRPS1,-0.216143383
tAge,Tcm_CD4,TRPV3,-3.746126152
tAge,Tcm_CD4,TSACC,-7.080516461
tAge,Tcm_CD4,TSHZ2,1.308491104
tAge,Tcm_CD4,TSPAN14,-0.276863407
tAge,Tcm_CD4,TTC28,-0.625422492
tAge,Tcm_CD4,TTC3,-2.003718688
tAge,Tcm_CD4,TTYH2,1.967193387
tAge,Tcm_CD4,TUBB4A,-16.99497003
tAge,Tcm_CD4,TUFT1,2.36494021
tAge,Tcm_CD4,TULP4,-1.016139058
tAge,Tcm_CD4,TUSC3,-1.708667287
tAge,Tcm_CD4,TUT4,-0.283616774
tAge,Tcm_CD4,TXNL4A,-0.628457648
tAge,Tcm_CD4,UBA3,0.0715631
tAge,Tcm_CD4,UBASH3B,-0.389450533
tAge,Tcm_CD4,UBOX5-AS1,-0.165532812
tAge,Tcm_CD4,UBXN11,1.757885122
tAge,Tcm_CD4,UPK2,-4.86017832
tAge,Tcm_CD4,VIPR2,-17.50730565
tAge,Tcm_CD4,VPS37D,-53.41516381
tAge,Tcm_CD4,VRK3,-0.740411661
tAge,Tcm_CD4,VWDE,0.976757991
tAge,Tcm_CD4,WDCP,-2.311289241
tAge,Tcm_CD4,WDR25,0.781846715
tAge,Tcm_CD4,WDR35,1.05120848
tAge,Tcm_CD4,WDR97,-9.366296389
tAge,Tcm_CD4,WDSUB1,1.908947253
tAge,Tcm_CD4,WFDC2,57.33316077
tAge,Tcm_CD4,WNK1,0.06105038
tAge,Tcm_CD4,WNT4,21.59176198
tAge,Tcm_CD4,WRNIP1,0.207784044
tAge,Tcm_CD4,WWC2,-2.803893656
tAge,Tcm_CD4,WWC2-AS1,9.267553201
tAge,Tcm_CD4,YBX2,110.1544641
tAge,Tcm_CD4,ZBP1,0.316695372
tAge,Tcm_CD4,ZBTB14,-0.466195656
tAge,Tcm_CD4,ZC3H13,0.890468303
tAge,Tcm_CD4,ZEB2,0.409484375
tAge,Tcm_CD4,ZNF180,1.00542354
tAge,Tcm_CD4,ZNF22,-1.704587423
tAge,Tcm_CD4,ZNF223,-6.084836935
tAge,Tcm_CD4,ZNF34,1.245784754
tAge,Tcm_CD4,ZNF471,-0.459239207
tAge,Tcm_CD4,ZNF516,0.222673839
tAge,Tcm_CD4,ZNF528,-1.857592541
tAge,Tcm_CD4,ZNF532,1.656319574
tAge,Tcm_CD4,ZNF549,-2.749706526
tAge,Tcm_CD4,ZNF595,-2.810758985
tAge,Tcm_CD4,ZNF667-AS1,-1.818823152
tAge,Tcm_CD4,ZNF831,-0.431454963
tAge,Tcm_CD4,ZNF852,1.86095708
tAge,Tcm_CD4,ZNF853,16.97265822
tAge,Tcm_CD4,ZNRF3-AS1,127.4438912
tAge,Tcm_CD4,ZPBP2,85.85386279
tAge,Tcm_CD4,ZSWIM5,1.472172007
tAge,Tcm_CD4,ZXDC,-1.469961462
tAge,CTL,(Intercept),81.20135144
tAge,CTL,AASS,2.241660105
tAge,CTL,AATF,1.115038616
tAge,CTL,ABHD8,-1.528747222
tAge,CTL,ACER2,3.474565752
tAge,CTL,ACVR2A,1.046037445
tAge,CTL,ADAM29,0.926725724
tAge,CTL,ADAM32,1.414803883
tAge,CTL,ADAMTS17,-1.202585016
tAge,CTL,ADAMTSL5,3.618587764
tAge,CTL,ADARB1,-0.240138984
tAge,CTL,ADNP-AS1,-4.018561072
tAge,CTL,AGBL3,-1.892552378
tAge,CTL,AGFG2,1.918694458
tAge,CTL,AGGF1,-0.886954241
tAge,CTL,AGTPBP1,-2.477909456
tAge,CTL,AIG1,-2.059580243
tAge,CTL,ALOX5AP,1.490371177
tAge,CTL,ALPK2,1.757277782
tAge,CTL,AMMECR1L,1.045734069
tAge,CTL,ANKMY1,1.581568206
tAge,CTL,ANKRD13B,16.04016813
tAge,CTL,ANKRD29,-7.547971394
tAge,CTL,ANKRD6,-2.973846769
tAge,CTL,ANXA3,169.5571449
tAge,CTL,AP1G1,0.384488727
tAge,CTL,AP2S1,3.097950144
tAge,CTL,APIP,0.667953678
tAge,CTL,APOBEC3F,-0.843566885
tAge,CTL,APOBEC3H,3.063821316
tAge,CTL,AQP9,43.95081695
tAge,CTL,ARHGAP26,-0.00213916
tAge,CTL,ARL13B,0.367373243
tAge,CTL,ARNT,0.643855821
tAge,CTL,ARRDC3,1.240619295
tAge,CTL,ARTN,347.5504173
tAge,CTL,ATM,-0.871839362
tAge,CTL,ATP10A,-1.352603387
tAge,CTL,ATP11AUN,10.26508908
tAge,CTL,ATP1B1,0.209076245
tAge,CTL,ATP4B,236.4343761
tAge,CTL,ATP6V1H,0.391056778
tAge,CTL,ATP8A1,1.601954119
tAge,CTL,ATP8A2,-0.32384307
tAge,CTL,AWAT1,97.35174496
tAge,CTL,BARHL2,255.5392374
tAge,CTL,BBS7,1.146641617
tAge,CTL,BCAN,194.7595296
tAge,CTL,BCL2L2-PABPN1,-15.36614776
tAge,CTL,BCL3,1.767892072
tAge,CTL,BFSP2,8.707317528
tAge,CTL,BISPR,-0.382475505
tAge,CTL,BNC2,-2.112689219
tAge,CTL,BOLA2-SMG1P6,-0.801869705
tAge,CTL,BRINP3,17.47982513
tAge,CTL,BTBD6,-4.802577473
tAge,CTL,BUB1B,2.56017863
tAge,CTL,C10orf55,259.1037533
tAge,CTL,C11orf42,83.48656774
tAge,CTL,C11orf98,-1.98654701
tAge,CTL,C12orf54,527.7451475
tAge,CTL,C16orf78,-12.36197605
tAge,CTL,C2,-3.843536571
tAge,CTL,C5orf63,-0.800463969
tAge,CTL,C8B,70.16452744
tAge,CTL,C9orf163,78.78818182
tAge,CTL,CA12,152.2397337
tAge,CTL,CACNA2D2,0.982636928
tAge,CTL,CALB1,-5.940965294
tAge,CTL,CALCB,0.180177609
tAge,CTL,CAND1,0.22966553
tAge,CTL,CAND2,-8.790053848
tAge,CTL,CAPN9,224.5514679
tAge,CTL,CASKIN2,50.27459877
tAge,CTL,CASS4,0.553977651
tAge,CTL,CASTOR2,-0.597159687
tAge,CTL,CCDC148,2.014939416
tAge,CTL,CCDC171,-1.705545701
tAge,CTL,CCDC50,-0.692007255
tAge,CTL,CCNYL1,1.408828156
tAge,CTL,CD101,0.789666645
tAge,CTL,CD14,18.39992176
tAge,CTL,CD226,-0.854621279
tAge,CTL,CD247,-1.781712606
tAge,CTL,CD300A,-0.20342642
tAge,CTL,CD70,1.751454022
tAge,CTL,CD84,0.512484729
tAge,CTL,CD96,-0.192155851
tAge,CTL,CDCA7,0.010545895
tAge,CTL,CDH20,2.478922171
tAge,CTL,CDH23,-3.081771199
tAge,CTL,CDKN2A,2.989736489
tAge,CTL,CENPA,4.125611368
tAge,CTL,CENPE,0.994095795
tAge,CTL,CENPS,-7.937255223
tAge,CTL,CENPS-CORT,0.121554475
tAge,CTL,CES4A,-0.046395116
tAge,CTL,CFH,2.152471145
tAge,CTL,CHN2,-1.755361996
tAge,CTL,CISH,0.198683468
tAge,CTL,CLCA4,-134.4759768
tAge,CTL,CLDN6,141.9178998
tAge,CTL,CLIC5,1.133974568
tAge,CTL,CLNK,-2.001560826
tAge,CTL,CLRN3,193.0233619
tAge,CTL,CNTN2,31.68249367
tAge,CTL,COA5,-0.299296596
tAge,CTL,COL14A1,-41.25349863
tAge,CTL,COMMD10,-1.907550784
tAge,CTL,COPB1,0.784779282
tAge,CTL,CORIN,11.74719961
tAge,CTL,CREBRF,-1.22394532
tAge,CTL,CRHR2,41.36372412
tAge,CTL,CRIM1,-1.036201554
tAge,CTL,CRX,418.3676379
tAge,CTL,CRY2,0.032582486
tAge,CTL,CRYGS,4.268318796
tAge,CTL,CRYZ,0.285068483
tAge,CTL,CSF1R,7.876888698
tAge,CTL,CTAGE15,-1.307161558
tAge,CTL,CTAGE8,-41.23290628
tAge,CTL,CTBP2,-0.072197948
tAge,CTL,CTIF,-2.418209609
tAge,CTL,CTPS2,-0.431034697
tAge,CTL,CYLC1,48.50547689
tAge,CTL,CYP3A5,2.138922761
tAge,CTL,CYP3A7,108.5882135
tAge,CTL,DCBLD1,2.027055251
tAge,CTL,DCUN1D4,-0.645362933
tAge,CTL,DDIT4,1.217871436
tAge,CTL,DDX11,0.253528687
tAge,CTL,DENND3,0.32827315
tAge,CTL,DEPDC1B,1.797710189
tAge,CTL,DGAT2L6,-12.86751989
tAge,CTL,DGKB,1.661027829
tAge,CTL,DGKH,-0.237381739
tAge,CTL,DHX32,-2.197594153
tAge,CTL,DIO2-AS1,-30.48702451
tAge,CTL,DIRC3,-0.450489211
tAge,CTL,DISC1,-1.1378541
tAge,CTL,DKK2,-2.705155639
tAge,CTL,DLX2,14.3257372
tAge,CTL,DNAJC16,1.161679168
tAge,CTL,DNAJC9,0.922054122
tAge,CTL,DNMT3A,-0.362424554
tAge,CTL,DNPH1,8.198220289
tAge,CTL,DOCK10,-0.84162196
tAge,CTL,DPAGT1,-0.101040795
tAge,CTL,DRAXIN,-3.468246683
tAge,CTL,DSP,53.58624598
tAge,CTL,DYNC1I1,-53.19000031
tAge,CTL,DZIP1L,3.802786612
tAge,CTL,EEPD1,-4.353483558
tAge,CTL,ELMO1,-0.569468124
tAge,CTL,ELN-AS1,3.083438855
tAge,CTL,ELP5,0.051518875
tAge,CTL,EMP2,12.64481702
tAge,CTL,EMX1,106.4262189
tAge,CTL,ENPEP,-7.499566735
tAge,CTL,ENTR1,1.092769996
tAge,CTL,EPAS1,4.502687258
tAge,CTL,EPB41,-2.3426355
tAge,CTL,EPDR1,0.27603273
tAge,CTL,FAF1,-0.319894952
tAge,CTL,FAM117B,-0.915885224
tAge,CTL,FAM163A,160.8894759
tAge,CTL,FAM169A,0.733642839
tAge,CTL,FAM50A,0.756584737
tAge,CTL,FAM66C,-8.232233329
tAge,CTL,FAM95B1,-13.35511621
tAge,CTL,FARSB,-1.001838476
tAge,CTL,FBN1,1.412914551
tAge,CTL,FBXO27,-203.1164937
tAge,CTL,FBXO28,0.095047355
tAge,CTL,FBXO43,19.4605928
tAge,CTL,FCGR2A,-0.542436361
tAge,CTL,FCMR,-0.92488281
tAge,CTL,FDX2,5.478687501
tAge,CTL,FEM1A,-4.271494407
tAge,CTL,FGGY,-0.455151163
tAge,CTL,FHIT,-0.63254792
tAge,CTL,FHOD3,5.796389458
tAge,CTL,FKBP6,15.22209823
tAge,CTL,FLNB-AS1,144.7085206
tAge,CTL,FOXI1,-107.4704326
tAge,CTL,FOXN3,-0.623391573
tAge,CTL,FOXP1-AS1,7.03267305
tAge,CTL,FRMD4A,-4.287197878
tAge,CTL,FRMD4B,-1.282862909
tAge,CTL,FRMD6-AS2,17.08193666
tAge,CTL,FZD8,-17.74491785
tAge,CTL,GAGE10,-0.565710569
tAge,CTL,GALNT10,0.080051223
tAge,CTL,GALNT15,-20.65042409
tAge,CTL,GALNT8,-0.558341185
tAge,CTL,GAS2L2,377.953501
tAge,CTL,GAS7,-0.375116024
tAge,CTL,GATA6,17.34938725
tAge,CTL,GBP3,1.170035196
tAge,CTL,GCH1,0.583606314
tAge,CTL,GCNT2,-0.4560917
tAge,CTL,GDNF-AS1,239.6431971
tAge,CTL,GDPD5,0.648251455
tAge,CTL,GFI1,1.896286529
tAge,CTL,GGT7,-1.110885214
tAge,CTL,GLI4,-1.48287196
tAge,CTL,GLYAT,18.70773028
tAge,CTL,GNAI1,-1.007061631
tAge,CTL,GNAI3,0.341285438
tAge,CTL,GNAL,-0.871106685
tAge,CTL,GNG11,8.78902927
tAge,CTL,GPCPD1,0.372651248
tAge,CTL,GPHN,1.312524549
tAge,CTL,GPN1,2.098832286
tAge,CTL,GPR107,0.845849035
tAge,CTL,GPR157,-0.285386237
tAge,CTL,GPR25,-3.308134196
tAge,CTL,GPR55,2.14947492
tAge,CTL,GPRIN3,1.049731362
tAge,CTL,GRAMD2B,-0.319388025
tAge,CTL,GRIN2B,212.5897724
tAge,CTL,GRTP1-AS1,-174.5879819
tAge,CTL,GSTA4,-1.216657898
tAge,CTL,GUCY1B1,1.118326873
tAge,CTL,GUCY2F,16.16324249
tAge,CTL,HECTD2,0.400526825
tAge,CTL,HK3,8.870044558
tAge,CTL,HLA-DQB1,2.028506301
tAge,CTL,HLCS,-0.596290192
tAge,CTL,HMBS,1.283799538
tAge,CTL,HSD17B12,-0.696714507
tAge,CTL,HSF5,-3.138598432
tAge,CTL,HTRA1,-4.313581619
tAge,CTL,HUS1,-0.569863284
tAge,CTL,IFIH1,1.008183571
tAge,CTL,IFT74,0.816717852
tAge,CTL,IGHG1,11.74672566
tAge,CTL,IGHV3-48,17.33293929
tAge,CTL,IGHVII-30-21,183.595059
tAge,CTL,IGLV1-41,133.749174
tAge,CTL,IGLV2-34,182.5549777
tAge,CTL,IL15,1.016680686
tAge,CTL,IL21,-230.7394651
tAge,CTL,IL6,34.42316223
tAge,CTL,IL6ST,1.472630518
tAge,CTL,ING2,0.938193118
tAge,CTL,INHBC,9.000899726
tAge,CTL,INO80C,-2.625408894
tAge,CTL,INSRR,141.5947362
tAge,CTL,JAK1,-2.248870837
tAge,CTL,KALRN,-7.683996528
tAge,CTL,KCNAB1-AS1,144.5584312
tAge,CTL,KCNE3,-10.62548543
tAge,CTL,KCNH6,385.8007761
tAge,CTL,KCNMB1,60.48730799
tAge,CTL,KCNQ5,-0.769852533
tAge,CTL,KCP,5.699561122
tAge,CTL,KDM1A,-0.358977002
tAge,CTL,KIAA1958,-0.112677107
tAge,CTL,KIF21A,1.159798795
tAge,CTL,KIF26B,9.824637002
tAge,CTL,KIF9-AS1,-0.074065503
tAge,CTL,KLB,-17.02314341
tAge,CTL,KLF7,0.064740542
tAge,CTL,KRT73,1.216892702
tAge,CTL,KYNU,0.508191912
tAge,CTL,LAIR1,-0.854517796
tAge,CTL,LAMTOR4,1.555417589
tAge,CTL,LARGE2,-3.639129002
tAge,CTL,LARP1B,0.100656845
tAge,CTL,LDLRAD4,-0.863096283
tAge,CTL,LGALS9C,-4.236874514
tAge,CTL,LGI1,54.12587958
tAge,CTL,LHX2,611.6269424
tAge,CTL,LIN52,0.202580761
tAge,CTL,LINC00240,4.971031481
tAge,CTL,LINC00303,125.3448322
tAge,CTL,LINC00333,293.4001337
tAge,CTL,LINC00402,0.223914766
tAge,CTL,LINC00513,0.458360968
tAge,CTL,LINC00519,1.789334841
tAge,CTL,LINC00526,-3.338373899
tAge,CTL,LINC00562,1.104503873
tAge,CTL,LINC00571,-12.79731948
tAge,CTL,LINC00574,-27.96243626
tAge,CTL,LINC00582,17.60384401
tAge,CTL,LINC00629,161.4748986
tAge,CTL,LINC00677,250.2884522
tAge,CTL,LINC00861,-0.151373509
tAge,CTL,LINC00885,-12.83928099
tAge,CTL,LINC00954,-0.874890745
tAge,CTL,LINC01093,532.2999592
tAge,CTL,LINC01134,10.4685428
tAge,CTL,LINC01248,88.27506716
tAge,CTL,LINC01249,-74.13502151
tAge,CTL,LINC01270,136.4848458
tAge,CTL,LINC01429,-6.566872281
tAge,CTL,LINC01449,152.929287
tAge,CTL,LINC01502,555.0292778
tAge,CTL,LINC01505,-0.376863993
tAge,CTL,LINC01699,25.34898259
tAge,CTL,LINC01762,-3.102707676
tAge,CTL,LINC01811,-1.829803116
tAge,CTL,LINC01817,99.87378293
tAge,CTL,LINC01833,82.99350306
tAge,CTL,LINC01946,-9.708045496
tAge,CTL,LINC01989,2.359357236
tAge,CTL,LINC02065,1.794920623
tAge,CTL,LINC02080,10.62463739
tAge,CTL,LINC02086,0.631225768
tAge,CTL,LINC02097,492.5663133
tAge,CTL,LINC02274,-46.99173458
tAge,CTL,LINC02373,5.231377278
tAge,CTL,LINC02442,275.3065152
tAge,CTL,LINC02446,1.188517369
tAge,CTL,LINC02450,26.36127982
tAge,CTL,LINC02539,1.699864616
tAge,CTL,LINC02553,91.18755464
tAge,CTL,LINC02576,19.8462521
tAge,CTL,LPCAT2,21.66684082
tAge,CTL,LPCAT4,0.462733131
tAge,CTL,LPP,-1.817415332
tAge,CTL,LRRC8E,144.6393992
tAge,CTL,LRRCC1,1.569379433
tAge,CTL,LSM6,-0.028571022
tAge,CTL,LVRN,10.48578119
tAge,CTL,LYG2,-10.23468269
tAge,CTL,MAF,1.001042307
tAge,CTL,MAGED4,356.3773622
tAge,CTL,MAGIX,-1.618240091
tAge,CTL,MAN1C1,-1.235887752
tAge,CTL,MBIP,0.84894716
tAge,CTL,MCC,-1.333463677
tAge,CTL,MCHR2-AS1,14.21799128
tAge,CTL,MCOLN2,0.68744075
tAge,CTL,MDH1,0.912135448
tAge,CTL,MEF2C-AS2,62.96298441
tAge,CTL,MEGF8,-2.77666477
tAge,CTL,METTL4,-0.726206096
tAge,CTL,MFAP5,12.66422249
tAge,CTL,MFN2,1.37110143
tAge,CTL,MGAT4A,-0.895015424
tAge,CTL,MIRLET7BHG,2.127331126
tAge,CTL,MISP3,3.478378716
tAge,CTL,MNAT1,0.244003794
tAge,CTL,MRM3,-0.87918797
tAge,CTL,MRPL37,-0.279146161
tAge,CTL,MT1F,-2.900476389
tAge,CTL,MTMR7,13.92143902
tAge,CTL,MTPN,0.108724831
tAge,CTL,MVB12B,0.025266333
tAge,CTL,MYCBP2,-1.60379693
tAge,CTL,MYNN,0.658405784
tAge,CTL,MYO3B,0.050426568
tAge,CTL,MYT1L,4.443852589
tAge,CTL,NBN,0.682592717
tAge,CTL,NCALD,-1.32466533
tAge,CTL,NCBP2L,-48.12500519
tAge,CTL,NCKAP1,-1.260983921
tAge,CTL,NCMAP,-126.9447523
tAge,CTL,NCOA3,-0.151558934
tAge,CTL,NECAB1,18.6126428
tAge,CTL,NEIL3,4.597299467
tAge,CTL,NETO2,-3.594846507
tAge,CTL,NHP2,-1.85045311
tAge,CTL,NIPSNAP3A,2.722008602
tAge,CTL,NKD1,1.121141037
tAge,CTL,NLGN4Y-AS1,3.538596479
tAge,CTL,NOC3L,-0.883831056
tAge,CTL,NPHS2,69.41623656
tAge,CTL,NPTX2,-0.18939065
tAge,CTL,NR2C1,0.719997428
tAge,CTL,NR6A1,1.249624846
tAge,CTL,NRG3,-24.39357826
tAge,CTL,NRSN2-AS1,-1.689974852
tAge,CTL,NTAN1,-0.383066933
tAge,CTL,NTN4,0.956033918
tAge,CTL,NTRK1,0.56019513
tAge,CTL,NUBP2,1.869362611
tAge,CTL,NUCB2,-0.325094933
tAge,CTL,NUTM2B,155.5922336
tAge,CTL,NXPH4,23.60223083
tAge,CTL,OBSCN,-4.820371887
tAge,CTL,OGN,14.4968345
tAge,CTL,OR6A2,68.34834714
tAge,CTL,ORC6,1.177460443
tAge,CTL,OTUD3,0.065610881
tAge,CTL,OVCH1-AS1,-0.248554954
tAge,CTL,P2RY10,0.048468549
tAge,CTL,PACSIN3,163.6449279
tAge,CTL,PAM,-0.748145094
tAge,CTL,PBXIP1,0.06515944
tAge,CTL,PCDH10,10.70880593
tAge,CTL,PCDHGB2,13.11149676
tAge,CTL,PCIF1,-1.445416108
tAge,CTL,PCP2,26.625576
tAge,CTL,PCSK4,7.125739376
tAge,CTL,PDAP1,-0.391701899
tAge,CTL,PDE4B,0.194044667
tAge,CTL,PEMT,-1.86659162
tAge,CTL,PEX14,-0.604781407
tAge,CTL,PHF19,0.100143984
tAge,CTL,PHLDA2,110.2107233
tAge,CTL,PHTF2,1.057498696
tAge,CTL,PHYHD1,-3.764642423
tAge,CTL,PIGB,0.53075234
tAge,CTL,PIK3CD-AS2,-0.81193937
tAge,CTL,PILRA,-0.894109083
tAge,CTL,PINK1,-0.035905721
tAge,CTL,PINX1,-0.75176118
tAge,CTL,PJA2,-0.145724353
tAge,CTL,PKP4,0.072063628
tAge,CTL,PLA2G12B,86.52388788
tAge,CTL,PLA2G15,1.236082572
tAge,CTL,PLAU,-371.0888496
tAge,CTL,PLCB1,-0.793272208
tAge,CTL,PLGLB2,1.756622365
tAge,CTL,PLK4,5.984031562
tAge,CTL,PLPP3,129.4712327
tAge,CTL,POC1A,13.099648
tAge,CTL,POU2F1,-0.162381504
tAge,CTL,PPEF2,5.848560465
tAge,CTL,PPFIBP2,0.383850568
tAge,CTL,PPM1L,-0.321459017
tAge,CTL,PRAM1,-6.697824621
tAge,CTL,PRKAR1A,0.33393548
tAge,CTL,PRKN,1.496591622
tAge,CTL,PRMT3,-0.341754971
tAge,CTL,PRSS36,0.41456625
tAge,CTL,PRSS40A,-0.644210777
tAge,CTL,PTOV1,1.511268108
tAge,CTL,PTPN4,-1.914009424
tAge,CTL,PTPRJ,0.690754442
tAge,CTL,PVT1,1.82418501
tAge,CTL,RAB1A,0.717199071
tAge,CTL,RAB28,1.279564905
tAge,CTL,RABGAP1L,0.272295498
tAge,CTL,RALB,0.624079238
tAge,CTL,RASD2,34.76650572
tAge,CTL,RB1,0.274243895
tAge,CTL,RBBP8NL,109.5676568
tAge,CTL,RBM44,0.064884212
tAge,CTL,RCAN2,1.018227569
tAge,CTL,REEP4,0.332648857
tAge,CTL,RELL1,-0.021936327
tAge,CTL,RGL3,-105.3266521
tAge,CTL,RGS17,-0.884630038
tAge,CTL,RHBDD2,0.303346339
tAge,CTL,RHBDF1,30.44020656
tAge,CTL,RHEB,0.479135752
tAge,CTL,RHEBL1,4.617206098
tAge,CTL,RINL,-1.787615674
tAge,CTL,RNF144A,-0.843320292
tAge,CTL,RNF2,-0.158198046
tAge,CTL,RNF24,0.038274269
tAge,CTL,RSPH1,10.08280609
tAge,CTL,RTL8B,145.5575618
tAge,CTL,RTN1,3.205732565
tAge,CTL,RTTN,0.11494404
tAge,CTL,RUNX2,0.004092646
tAge,CTL,SACM1L,0.070328973
tAge,CTL,SALL4,-46.637345
tAge,CTL,SART1,-0.945634551
tAge,CTL,SATB1,-0.310504852
tAge,CTL,SATB2,3.008673249
tAge,CTL,SBF1,-0.056116496
tAge,CTL,SCAPER,-1.430884308
tAge,CTL,SCMH1,-0.862772494
tAge,CTL,SCN4A,4.207267406
tAge,CTL,SCN8A,1.886641251
tAge,CTL,SEC14L1,0.612473747
tAge,CTL,SELL,-1.313500805
tAge,CTL,SENP2,0.37910684
tAge,CTL,SFRP5,5.326088429
tAge,CTL,SFXN2,-2.314009411
tAge,CTL,SGCZ,25.42948938
tAge,CTL,SGK3,-0.859519265
tAge,CTL,SH3GL1,2.169446802
tAge,CTL,SHBG,0.571394832
tAge,CTL,SHROOM1,-10.91490784
tAge,CTL,SIX3,216.4240614
tAge,CTL,SKAP1,-1.110249677
tAge,CTL,SKAP2,0.563025988
tAge,CTL,SLAMF1,0.240425222
tAge,CTL,SLC12A6,-0.016126238
tAge,CTL,SLC16A12-AS1,342.6669395
tAge,CTL,SLC16A6,2.352084586
tAge,CTL,SLC16A7,-0.365726037
tAge,CTL,SLC25A48,156.3804223
tAge,CTL,SLC30A9,0.278234059
tAge,CTL,SLC4A7,0.239674764
tAge,CTL,SLC6A3,36.06384327
tAge,CTL,SLC7A6,-1.810627595
tAge,CTL,SLITRK5,29.01105221
tAge,CTL,SLTM,0.056811476
tAge,CTL,SMARCA1,-67.43441022
tAge,CTL,SMIM10L2A,0.705474548
tAge,CTL,SMURF1,0.763624798
tAge,CTL,SNTB1,-0.246948038
tAge,CTL,SNX9,-0.326018349
tAge,CTL,SOX13,-1.839249035
tAge,CTL,SOX5,2.913377467
tAge,CTL,SP7,-35.39240611
tAge,CTL,SPART,1.470755468
tAge,CTL,SPATA2L,2.447013216
tAge,CTL,SPEF2,1.797182902
tAge,CTL,SPRED1,-0.587391216
tAge,CTL,SPRTN,0.223631713
tAge,CTL,SPTAN1,0.14528708
tAge,CTL,SPTB,6.397221716
tAge,CTL,SRGAP2-AS1,2.593431011
tAge,CTL,SRP68,0.74566951
tAge,CTL,SSBP2,0.13001969
tAge,CTL,SSH2,-0.216208445
tAge,CTL,ST6GALNAC3,-0.571820211
tAge,CTL,STAM,0.270610757
tAge,CTL,STARD3NL,1.674905942
tAge,CTL,STAT3,0.128518976
tAge,CTL,STOX2,27.40426266
tAge,CTL,STX11,1.282211878
tAge,CTL,STXBP6,2.302440759
tAge,CTL,SUGCT,-0.297524128
tAge,CTL,SULT1B1,-0.495727717
tAge,CTL,SVIL,-0.109605718
tAge,CTL,SYNGR2,2.154527712
tAge,CTL,SYT14,-56.12261485
tAge,CTL,SYTL3,0.595083389
tAge,CTL,SYTL4,14.5472479
tAge,CTL,TAB2-AS1,119.3538475
tAge,CTL,TBC1D28,37.44419403
tAge,CTL,TBC1D3C,235.0299185
tAge,CTL,TBC1D4,-0.658030079
tAge,CTL,TBL1XR1,-0.404641985
tAge,CTL,TBXAS1,0.339328115
tAge,CTL,TCF4,-1.968759317
tAge,CTL,TCF7L2,-0.545989409
tAge,CTL,TCFL5,-2.080813771
tAge,CTL,TCL1B,198.7976449
tAge,CTL,TCTN2,2.745456039
