compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id
Imatinib mesylate,Caenorhabditis briggsae,AF16,500 µM,,,-20.24,S,,NA,Unknown,,NA,No,32010883
Imatinib mesylate,Caenorhabditis tropicalis,JU1373 ,50 µM,,,-6.34,S,,NA,Unknown,,NA,No,32010883
Imatinib mesylate,Caenorhabditis briggsae,AF16,50 µM,,,-9.65,S,,NA,Unknown,,NA,No,32010883
Imatinib mesylate,Caenorhabditis elegans,N2,1000 µM,,,-58.91,S,,NA,Unknown,,NA,No,32010883
Uric acid,Caenorhabditis elegans,N2,100mM,,,-9.94,S,,NA,Unknown,,NA,No,32074508
Uric acid,Caenorhabditis elegans,N2,2mM,,,13.9,S,,NA,Unknown,,NA,No,32074508
Verapamil,Caenorhabditis elegans,N2,100 μM,,,18.65,S,,NA,Unknown,,NA,No,32208362
Mycophenolic acid,Saccharomyces cerevisiae,BY4742,10 µM,,,22.22,S,,NA,Unknown,,NA,No,32232569
Guanine,Saccharomyces cerevisiae,BY4742,20 mg/L,,,-2.99,NS,,NA,Unknown,,NA,No,32232569
Raspberry extract,Caenorhabditis elegans,,80 mg/mL,,,29.7,S,,NA,Unknown,,NA,No,32285078
Raspberry extract,Caenorhabditis elegans,,40 mg/mL,,,22.9,S,,NA,Unknown,,NA,No,32285078
Raspberry extract,Caenorhabditis elegans,,20 mg/mL,,,13.6,S,,NA,Unknown,,NA,No,32285078
Metformin,Nothobranchius guentheri,,2 mg/g food,,,34.7,S,12.2,NA,Male,,NA,No,32361753
Tectochrysin,Caenorhabditis elegans,N2,200 µM,,,21,S,,NA,Unknown,,NA,No,32506187
Catechin,Caenorhabditis elegans,N2,50 µM,,,3.33,NS,,NA,Unknown,,NA,No,32530444
Catechin,Caenorhabditis elegans,N2,200 µM,,,41.94,S,,NA,Unknown,,NA,No,32530444
Obeticholic acid,Caenorhabditis tropicalis,QG834 ,150 µM,,,11.55,S,,NA,Unknown,,NA,No,32550518
Obeticholic acid,Caenorhabditis tropicalis,QG834 ,50 µM,,,7.03,S,,NA,Unknown,,NA,No,32550518
Obeticholic acid,Caenorhabditis tropicalis,JU1630 ,150 µM,,,-10.39,S,,NA,Unknown,,NA,No,32550518
Obeticholic acid,Caenorhabditis tropicalis,JU1373 ,150 µM,,,7.69,S,,NA,Unknown,,NA,No,32550518
Obeticholic acid,Caenorhabditis tropicalis,JU1373 ,100 µM,,,5.49,S,,NA,Unknown,,NA,No,32550518
Obeticholic acid,Caenorhabditis tropicalis,JU1373 ,50 µM,,,5.49,S,,NA,Unknown,,NA,No,32550518
FW1256,Caenorhabditis elegans,N2,500 µM,,,33.8,S,,NA,Unknown,,NA,No,32566245
FW1256,Caenorhabditis elegans,N2,250 µM,,,41.01,S,,NA,Unknown,,NA,No,32566245
FW1256,Caenorhabditis elegans,N2,150 µM,,,16.94,S,,NA,Unknown,,NA,No,32566245
FW1256,Caenorhabditis elegans,N2,10 µM,,,0.55,NS,,NA,Unknown,,NA,No,32566245
FW1251,Caenorhabditis elegans,N2,250 µM,,,8.94,S,,NA,Unknown,,NA,No,32566245
FW1251,Caenorhabditis elegans,N2,50 µM,,,11.17,S,,NA,Unknown,,NA,No,32566245
Mifepristone,Drosophila melanogaster,,200 μg/mL,,,-3.45,NS,,NA,Female,,NA,No,32648907
Mifepristone,Caenorhabditis elegans,N2,400 μg/mL,,,15,S,,NA,Unknown,,NA,No,32648907
Mifepristone,Caenorhabditis elegans,N2,400 μg/mL,,,-9,NS,,NA,Unknown,,NA,No,32648907
"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,25 µM,,,17.18,S,,NA,Unknown,,NA,No,32677024
"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,100 µM,,,8.91,S,,NA,Unknown,,NA,No,32677024
"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,50 µM,,,29.48,S,,NA,Unknown,,NA,No,32677024
"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,12.5 µM,,,16.05,S,,NA,Unknown,,NA,No,32677024
"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",Caenorhabditis elegans,N2,6.25 µM,,,13.84,S,,NA,Unknown,,NA,No,32677024
Prenol,Caenorhabditis elegans,N2,0.25 mM,,,22.96,S,17.46,NA,Unknown,,NA,No,32725551
Prenol,Caenorhabditis elegans,N2,0.1 mM,,,18.22,S,11.2,NA,Unknown,,NA,No,32725551
Prenol,Caenorhabditis elegans,N2,0.5 mM,,,2.87,NS,9.11,NA,Unknown,,NA,No,32725551
Secoisolariciresinol Diglucoside,Caenorhabditis elegans,N2,200 µM,,,16.36,S,,NA,Unknown,,NA,No,32733632
Secoisolariciresinol Diglucoside,Caenorhabditis elegans,N2,500 µM,,,22,S,,NA,Unknown,,NA,No,32733632
Secoisolariciresinol Diglucoside,Caenorhabditis elegans,N2,50 µM,,,13.3,S,,NA,Unknown,,NA,No,32733632
Astragaloside IV,Caenorhabditis elegans,N2,2.5 µM,,,13.89,S,13.62,NA,Unknown,,NA,No,32741299
Astragaloside IV,Caenorhabditis elegans,N2,10 µM,,,0.69,NS,3.89,NA,Unknown,,NA,No,32741299
Astragaloside IV,Caenorhabditis elegans,N2,5 µM,,,27.78,S,16.73,NA,Unknown,,NA,No,32741299
CASIN,Mus musculus,C57BL/6J,25 ppm bodyweight intraperitoneal injection,18 months,4 days,10,S,,NA,Female,0,NS,No,32755011
Naringin,Caenorhabditis elegans,N2,50 µM,,,23,S,,NA,Unknown,,NA,No,32832002
Arecoline,Caenorhabditis elegans,N2,0.1 mM,,,10.4,S,,NA,Unknown,,NA,No,32854519
Arecoline,Caenorhabditis elegans,N2,0.2 mM,,,12.85,S,,NA,Unknown,,NA,No,32854519
Arecoline,Caenorhabditis elegans,N2,0.2 mM,,,5.7,NS,,NA,Unknown,,NA,No,32854519
Arecoline,Caenorhabditis elegans,N2,0.2 mM,,,16.35,S,,NA,Unknown,,NA,No,32854519
Arecoline,Caenorhabditis elegans,N2,0.2 mM,,,-15.95,NS,,NA,Unknown,,NA,No,32854519
Arecoline,Caenorhabditis elegans,N2,0.2 mM,,,-63.5,S,,NA,Unknown,,NA,No,32854519
Alpha-ketoglutarate,Mus musculus,C57BL/6J,20000 ppm food,18 months,until death,3,S,3,S,Female,0,NS,No,32877690
Alpha-ketoglutarate,Mus musculus,C57BL/6J,20000 ppm food,18 months,until death,6,S,9,S,Female,0,NS,No,32877690
Alpha-ketoglutarate,Mus musculus,C57BL/6J,20000 ppm food,18 months,until death,4,NS,2,NS,Male,13,S,No,32877690
Alpha-ketoglutarate,Mus musculus,C57BL/6J,20000 ppm food,18 months,until death,4,NS,8,NS,Male,13,S,No,32877690
Inositol,Caenorhabditis elegans,N2,1 mM,,,-4,NS,-1,NA,Unknown,,NA,No,32901024
Inositol,Caenorhabditis elegans,N2,30 mM,,,4,NS,,NA,Unknown,,NA,No,32901024
Inositol,Caenorhabditis elegans,N2,100 mM,,,11,S,10,NA,Unknown,,NA,No,32901024
Inositol,Caenorhabditis elegans,N2,400 mM,,,25,S,31,NA,Unknown,,NA,No,32901024
Inositol,Caenorhabditis elegans,N2,500 mM,,,31,S,36,NA,Unknown,,NA,No,32901024
Inositol,Caenorhabditis elegans,N2,600 mM,,,26,S,20,NA,Unknown,,NA,No,32901024
IP6,Caenorhabditis elegans,N2,10 mM,,,10,S,12,NA,Unknown,,NA,No,32901024
IP6,Caenorhabditis elegans,N2,50 mM,,,11,S,13,NA,Unknown,,NA,No,32901024
IP6,Caenorhabditis elegans,N2,3 mM,,,3,S,2,NA,Unknown,,NA,No,32901024
Berberine,Caenorhabditis elegans,N2,100 µM,,,19.32,S,,NA,Unknown,,NA,No,32941928
Berberine,Caenorhabditis elegans,N2,20 µM,,,3.1,NS,,NA,Unknown,,NA,No,32941928
Berberine,Caenorhabditis elegans,N2,4 µM,,,17.36,S,,NA,Unknown,,NA,No,32941928
Sappanone A,Caenorhabditis elegans,N2,50 µM,,,20.13,S,,NA,Unknown,,NA,No,32941928
Sappanone A,Caenorhabditis elegans,N2,10 µM,,,7.66,NS,,NA,Unknown,,NA,No,32941928
Sappanone A,Caenorhabditis elegans,N2,2 µM,,,11.54,S,,NA,Unknown,,NA,No,32941928
Canagliflozin,Mus musculus,UM-HET3,180 ppm food (30 ppm bodyweight),7 months,until death,1,NS,1,NS,Female,-19,S,Yes,32990681
Canagliflozin,Mus musculus,UM-HET3,180 ppm food (30 ppm bodyweight),7 months,until death,14,S,9,S,Male,-8,S,Yes,32990681
Wortmannin,Drosophila melanogaster,Canton-S,200 μM,,,-5.41,NS,,NA,Male,,NA,No,33008901
Vincristine sulfate,Drosophila melanogaster,Canton-S,20 μM,,,-8.36,S,,NA,Female,,NA,No,33008901
Tetramethylpyrazine,Drosophila melanogaster,Canton-S,20 μM,,,5.61,NS,,NA,Female,,NA,No,33008901
Tetramethylpyrazine,Drosophila melanogaster,Canton-S,200 μM,,,5.67,S,,NA,Male,,NA,No,33008901
Tetracycline HCL,Caenorhabditis elegans,N2,100 µM,,,13.7,S,,NA,Unknown,,NA,No,33008901
Rizatriptan Benzoate,Drosophila melanogaster,Canton-S,20 μM,,,3.93,NS,,NA,Female,,NA,No,33008901
Rizatriptan Benzoate,Drosophila melanogaster,Canton-S,200 μM,,,2.51,NS,,NA,Male,,NA,No,33008901
Perphenazine,Drosophila melanogaster,Canton-S,20 μM,,,4.84,NS,,NA,Female,,NA,No,33008901
Pergolide methanesulfonate,Drosophila melanogaster,Canton-S,20 μM,,,-1.36,NS,,NA,Female,,NA,No,33008901
Milnacipran Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,4.02,NS,,NA,Male,,NA,No,33008901
Cannabidiol,Caenorhabditis elegans,N2,10 µM,,,1.25,NS,,NA,Unknown,,NA,No,33008901
Cannabidiol,Caenorhabditis elegans,N2,100 µM,,,0.69,NS,,NA,Unknown,,NA,No,33008901
Berberine,Caenorhabditis elegans,N2,10 µM,,,-4.42,S,,NA,Unknown,,NA,No,33008901
Berberine,Caenorhabditis elegans,N2,100 µM,,,-13.56,S,,NA,Unknown,,NA,No,33008901
Berberine,Drosophila melanogaster,Canton-S,200 μM,,,-1.17,NS,,NA,Male,,NA,No,33008901
Cardamonin,Caenorhabditis elegans,N2,100 µM,,,-10.9,S,,NA,Unknown,,NA,No,33008901
Alpha-ketoglutarate,Drosophila melanogaster,Canton-S,20 μM,,,7.74,S,,NA,Female,,NA,No,33008901
Ethoxzolamide,Caenorhabditis elegans,N2,10 µM,,,-3.09,NS,,NA,Unknown,,NA,No,33008901
Ethoxzolamide,Caenorhabditis elegans,N2,100 µM,,,-2.16,NS,,NA,Unknown,,NA,No,33008901
O6-benzylguanine,Drosophila melanogaster,Canton-S,20 μM,,,-1.67,NS,,NA,Female,,NA,No,33008901
O6-benzylguanine,Drosophila melanogaster,Canton-S,200 μM,,,4.52,NS,,NA,Male,,NA,No,33008901
Promazine Hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,-5.29,NS,,NA,Female,,NA,No,33008901
Promethazine hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,10.91,S,,NA,Female,,NA,No,33008901
D-xylitol,Caenorhabditis elegans,N2,100 µM,,,2.07,NS,,NA,Unknown,,NA,No,33008901
D-xylitol,Caenorhabditis elegans,N2,10 µM,,,-4.59,NS,,NA,Unknown,,NA,No,33008901
D-xylitol,Drosophila melanogaster,Canton-S,20 μM,,,2.4,NS,,NA,Female,,NA,No,33008901
D-xylitol,Drosophila melanogaster,Canton-S,200 μM,,,3.58,NS,,NA,Male,,NA,No,33008901
Ritodrine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,5.83,NS,,NA,Male,,NA,No,33008901
Bupivacaine Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,3.54,NS,,NA,Male,,NA,No,33008901
Bupivacaine Hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,11.95,S,,NA,Female,,NA,No,33008901
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,10 µM,,,1.42,NS,,NA,Unknown,,NA,No,33008901
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,100 µM,,,-1.7,NS,,NA,Unknown,,NA,No,33008901
Thioridazine hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,5.08,NS,,NA,Female,,NA,No,33008901
Thioridazine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,16.16,S,,NA,Male,,NA,No,33008901
Thioridazine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,-3.57,NS,,NA,Male,,NA,No,33008901
Triflupromazine hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,1.38,NS,,NA,Male,,NA,No,33008901
Lomefloxacin Hydrochloride,Drosophila melanogaster,Canton-S,20 μM,,,-1.15,NS,,NA,Female,,NA,No,33008901
SR27897,Caenorhabditis elegans,N2,10 µM,,,0.43,NS,,NA,Unknown,,NA,No,33008901
SR27897,Caenorhabditis elegans,N2,100 µM,,,-9.03,S,,NA,Unknown,,NA,No,33008901
Memantine Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,1.24,NS,,NA,Male,,NA,No,33008901
Wortmannin,Caenorhabditis elegans,N2,10 µM,,,-3.6,NS,,NA,Unknown,,NA,No,33008901
Wortmannin,Caenorhabditis elegans,N2,100 µM,,,12.78,S,,NA,Unknown,,NA,No,33008901
Phenoxybenzamine Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,5.23,NS,,NA,Male,,NA,No,33008901
Tiapride Hydrochloride,Drosophila melanogaster,Canton-S,200 μM,,,0.26,NS,,NA,Male,,NA,No,33008901
MG624,Caenorhabditis elegans,N2,10 µM,,,-5.67,S,,NA,Unknown,,NA,No,33008901
Chlorhexidine,Drosophila melanogaster,Canton-S,200 μM,,,-3.95,NS,,NA,Male,,NA,No,33008901
PNU-74654,Drosophila melanogaster,Canton-S,20 μM,,,4.42,NS,,NA,Female,,NA,No,33008901
Amikacin hydrate,Drosophila melanogaster,Canton-S,20 μM,,,7.75,S,,NA,Female,,NA,No,33008901
Amikacin hydrate,Drosophila melanogaster,Canton-S,200 μM,,,1.88,NS,,NA,Male,,NA,No,33008901
NSC666076,Caenorhabditis elegans,N2,10 µM,,,-2.76,NS,,NA,Unknown,,NA,No,33008901
NSC666076,Caenorhabditis elegans,N2,100 µM,,,2.19,NS,,NA,Unknown,,NA,No,33008901
Cefazolin sodium,Drosophila melanogaster,Canton-S,20 μM,,,2.57,NS,,NA,Female,,NA,No,33008901
Nordihydroguaiaretic acid,Caenorhabditis elegans,N2,10 µM,,,-21.33,S,,NA,Unknown,,NA,No,33008901
Nordihydroguaiaretic acid,Caenorhabditis elegans,N2,100 µM,,,-16.08,S,,NA,Unknown,,NA,No,33008901
Trimethobenzamine-HCL,Drosophila melanogaster,Canton-S,200 μM,,,0.92,NS,,NA,Male,,NA,No,33008901
Trimethobenzamine-HCL,Drosophila melanogaster,Canton-S,20 μM,,,-2.14,NS,,NA,Female,,NA,No,33008901
Pinvarium Bromide,Drosophila melanogaster,Canton-S,20 μM,,,-7.35,S,,NA,Female,,NA,No,33008901
PlusMinusButaclamol-HCL,Drosophila melanogaster,Canton-S,20 μM,,,-3.3,NS,,NA,Female,,NA,No,33008901
Pinvarium Bromide,Drosophila melanogaster,Canton-S,200 μM,,,5.4,NS,,NA,Male,,NA,No,33008901
Hydroxyprogesterone caproate,Drosophila melanogaster,Canton-S,200 μM,,,-1.53,NS,,NA,Male,,NA,No,33008901
Gedunin,Drosophila melanogaster,Canton-S,20 μM,,,4.45,NS,,NA,Female,,NA,No,33008901
Gedunin,Drosophila melanogaster,Canton-S,200 μM,,,-0.34,NS,,NA,Male,,NA,No,33008901
3-methoxycatechol,Drosophila melanogaster,Canton-S,20 μM,,,-5.42,NS,,NA,Female,,NA,No,33008901
3-methoxycatechol,Drosophila melanogaster,Canton-S,200 μM,,,1.62,NS,,NA,Male,,NA,No,33008901
Scriptaid,Drosophila melanogaster,Canton-S,200 μM,,,-6.18,NS,,NA,Male,,NA,No,33008901
MG624,Drosophila melanogaster,Canton-S,20 μM,,,-1.26,NS,,NA,Female,,NA,No,33008901
Vinblastine Sulfate,Drosophila melanogaster,Canton-S,20 μM,,,-5.08,NS,,NA,Female,,NA,No,33008901
Trifluoperazine-HCl,Drosophila melanogaster,Canton-S,200 μM,,,1.63,NS,,NA,Male,,NA,No,33008901
Vortioxetine,Drosophila melanogaster,Canton-S,20 μM,,,-0.77,NS,,NA,Female,,NA,No,33008901
Tetracaine,Drosophila melanogaster,Canton-S,200 μM,,,3.18,NS,,NA,Male,,NA,No,33008901
Thiostrepton,Drosophila melanogaster,Canton-S,20 μM,,,-12.13,S,,NA,Female,,NA,No,33008901
Sodium Nitroprusside,Drosophila melanogaster,Canton-S,20 μM,,,-1.69,NS,,NA,Female,,NA,No,33008901
SKF83959,Drosophila melanogaster,Canton-S,200 μM,,,-4.82,NS,,NA,Male,,NA,No,33008901
SKF83959,Drosophila melanogaster,Canton-S,20 μM,,,-5.14,NS,,NA,Female,,NA,No,33008901
Methoxycatechol,Drosophila melanogaster,Canton-S,20 μM,,,1.37,NS,,NA,Female,,NA,No,33008901
Methoxycatechol,Drosophila melanogaster,Canton-S,200 μM,,,-3.25,NS,,NA,Male,,NA,No,33008901
IMS2186,Drosophila melanogaster,Canton-S,200 μM,,,-10.04,NS,,NA,Male,,NA,No,33008901
IBet,Drosophila melanogaster,Canton-S,200 μM,,,-2.3,NS,,NA,Male,,NA,No,33008901
IBet,Drosophila melanogaster,Canton-S,20 μM,,,-3.7,NS,,NA,Female,,NA,No,33008901
Genistein,Drosophila melanogaster,Canton-S,200 μM,,,-9.17,S,,NA,Male,,NA,No,33008901
Furosemide,Drosophila melanogaster,Canton-S,20 μM,,,-3.76,NS,,NA,Female,,NA,No,33008901
Furosemide,Drosophila melanogaster,Canton-S,200 μM,,,-5.49,S,,NA,Male,,NA,No,33008901
Flunarizine,Drosophila melanogaster,Canton-S,200 μM,,,-7.26,NS,,NA,Male,,NA,No,33008901
Ethotoin,Drosophila melanogaster,Canton-S,200 μM,,,2.15,NS,,NA,Male,,NA,No,33008901
Ethotoin,Drosophila melanogaster,Canton-S,20 μM,,,-0.1,NS,,NA,Female,,NA,No,33008901
Carbidopa,Drosophila melanogaster,Canton-S,200 μM,,,-0.15,NS,,NA,Male,,NA,No,33008901
Alln,Drosophila melanogaster,Canton-S,200 μM,,,-11.11,S,,NA,Male,,NA,No,33008901
Alln,Drosophila melanogaster,Canton-S,20 μM,,,-4.05,NS,,NA,Female,,NA,No,33008901
Sulindac Sulfide,Drosophila melanogaster,Canton-S,20 μM,,,-0.63,NS,,NA,Female,,NA,No,33008901
Sulindac Sulfide,Drosophila melanogaster,Canton-S,200 μM,,,-1.8,NS,,NA,Male,,NA,No,33008901
Nebirapine,Drosophila melanogaster,Canton-S,200 μM,,,1.54,NS,,NA,Male,,NA,No,33008901
Ononetin,Drosophila melanogaster,Canton-S,20 μM,,,8.08,S,,NA,Female,,NA,No,33008901
Nebirapine,Drosophila melanogaster,Canton-S,20 μM,,,3.99,NS,,NA,Female,,NA,No,33008901
Lamotrigine,Drosophila melanogaster,Canton-S,20 μM,,,5.41,NS,,NA,Female,,NA,No,33008901
JSK,Drosophila melanogaster,Canton-S,200 μM,,,-0.88,NS,,NA,Male,,NA,No,33008901
Doxazosin mesylate,Drosophila melanogaster,Canton-S,200 μM,,,-3.7,S,,NA,Male,,NA,No,33008901
Doxazosin mesylate,Drosophila melanogaster,Canton-S,20 μM,,,-3.12,NS,,NA,Female,,NA,No,33008901
ZD7114,Drosophila melanogaster,Canton-S,200 μM,,,7.51,NS,,NA,Male,,NA,No,33008901
Sulfacetamide,Drosophila melanogaster,Canton-S,20 μM,,,4.72,NS,,NA,Female,,NA,No,33008901
Sulfacetamide,Drosophila melanogaster,Canton-S,200 μM,,,-0.65,NS,,NA,Male,,NA,No,33008901
SR27897,Drosophila melanogaster,Canton-S,200 μM,,,5.8,NS,,NA,Male,,NA,No,33008901
Salsalate,Drosophila melanogaster,Canton-S,20 μM,,,6.76,S,,NA,Female,,NA,No,33008901
Oxarbazepine,Drosophila melanogaster,Canton-S,20 μM,,,2.84,NS,,NA,Female,,NA,No,33008901
Nafadotride,Drosophila melanogaster,Canton-S,200 μM,,,5.55,S,,NA,Male,,NA,No,33008901
Mycophenolic acid,Drosophila melanogaster,Canton-S,200 μM,,,6.08,NS,,NA,Male,,NA,No,33008901
Morpholinosydnonimine HCl,Drosophila melanogaster,Canton-S,20 μM,,,6.81,NS,,NA,Female,,NA,No,33008901
Lorglumide Sodium,Drosophila melanogaster,Canton-S,20 μM,,,5.31,S,,NA,Female,,NA,No,33008901
Lorglumide Sodium,Drosophila melanogaster,Canton-S,200 μM,,,3.66,NS,,NA,Male,,NA,No,33008901
Geldanamycin,Drosophila melanogaster,Canton-S,200 μM,,,5.56,NS,,NA,Male,,NA,No,33008901
Levosulpiride,Drosophila melanogaster,Canton-S,200 μM,,,4.9,NS,,NA,Male,,NA,No,33008901
Levosulpiride,Drosophila melanogaster,Canton-S,20 μM,,,0.84,NS,,NA,Female,,NA,No,33008901
Geldanamycin,Drosophila melanogaster,Canton-S,20 μM,,,0.22,NS,,NA,Female,,NA,No,33008901
Itraconazole,Drosophila melanogaster,Canton-S,200 μM,,,1.05,NS,,NA,Male,,NA,No,33008901
Fluvoxamine,Drosophila melanogaster,Canton-S,20 μM,,,13.68,S,,NA,Female,,NA,No,33008901
Ethoxzolamide,Drosophila melanogaster,Canton-S,200 μM,,,7.19,NS,,NA,Male,,NA,No,33008901
Eserine hemisulfate salt,Drosophila melanogaster,Canton-S,200 μM,,,4.08,NS,,NA,Male,,NA,No,33008901
DTT,Drosophila melanogaster,Canton-S,20 μM,,,8.26,NS,,NA,Female,,NA,No,33008901
Dihydroxyflavone,Drosophila melanogaster,Canton-S,20 μM,,,-1.63,NS,,NA,Female,,NA,No,33008901
Cryptotanshinone,Drosophila melanogaster,Canton-S,200 μM,,,13.41,S,,NA,Male,,NA,No,33008901
Auraptene,Drosophila melanogaster,Canton-S,20 μM,,,5.9,S,,NA,Female,,NA,No,33008901
Amlexanox,Drosophila melanogaster,Canton-S,200 μM,,,0.52,NS,,NA,Male,,NA,No,33008901
Amlexanox,Drosophila melanogaster,Canton-S,20 μM,,,2.33,NS,,NA,Female,,NA,No,33008901
ScopolamineNbutylbromide,Drosophila melanogaster,Canton-S,200 μM,,,7.08,NS,,NA,Male,,NA,No,33008901
NSC666076,Drosophila melanogaster,Canton-S,200 μM,,,4.08,NS,,NA,Male,,NA,No,33008901
ScopolamineNbutylbromide,Drosophila melanogaster,Canton-S,20 μM,,,2.21,NS,,NA,Female,,NA,No,33008901
SCH23390,Drosophila melanogaster,Canton-S,20 μM,,,-3.12,NS,,NA,Female,,NA,No,33008901
PropanthelineBromide,Drosophila melanogaster,Canton-S,200 μM,,,-1.06,NS,,NA,Male,,NA,No,33008901
Dofetilide,Drosophila melanogaster,Canton-S,200 μM,,,3.98,NS,,NA,Male,,NA,No,33008901
PropanthelineBromide,Drosophila melanogaster,Canton-S,20 μM,,,-0.13,NS,,NA,Female,,NA,No,33008901
NSC666076,Drosophila melanogaster,Canton-S,20 μM,,,9.77,NS,,NA,Female,,NA,No,33008901
Methoxypsoralen,Drosophila melanogaster,Canton-S,200 μM,,,-5.75,NS,,NA,Male,,NA,No,33008901
Limonin,Drosophila melanogaster,Canton-S,200 μM,,,-3.55,NS,,NA,Male,,NA,No,33008901
Eserine,Drosophila melanogaster,Canton-S,200 μM,,,-1.39,NS,,NA,Male,,NA,No,33008901
Dofetilide,Drosophila melanogaster,Canton-S,20 μM,,,-2.25,NS,,NA,Female,,NA,No,33008901
Cinoxacin,Drosophila melanogaster,Canton-S,20 μM,,,-4.62,NS,,NA,Female,,NA,No,33008901
Choline Chloride,Drosophila melanogaster,Canton-S,200 μM,,,-1.4,NS,,NA,Male,,NA,No,33008901
Ziprasidone HCl,Drosophila melanogaster,Canton-S,200 μM,,,-3.65,S,,NA,Male,,NA,No,33008901
Pirenperone,Drosophila melanogaster,Canton-S,20 μM,,,7.15,S,,NA,Female,,NA,No,33008901
Ziprasidone HCl,Drosophila melanogaster,Canton-S,20 μM,,,5.6,NS,,NA,Female,,NA,No,33008901
Tetracycline HCL,Drosophila melanogaster,Canton-S,200 μM,,,0.51,NS,,NA,Male,,NA,No,33008901
SKF95282,Drosophila melanogaster,Canton-S,200 μM,,,-0.34,NS,,NA,Male,,NA,No,33008901
Tetracycline HCL,Drosophila melanogaster,Canton-S,20 μM,,,5.23,S,,NA,Female,,NA,No,33008901
Pirenperone,Drosophila melanogaster,Canton-S,200 μM,,,3.48,NS,,NA,Male,,NA,No,33008901
Hydroxyprogesterone caproate,Drosophila melanogaster,Canton-S,20 μM,,,7.25,NS,,NA,Female,,NA,No,33008901
Hydroxyprogesterone caproate,Drosophila melanogaster,Canton-S,200 μM,,,2.63,NS,,NA,Male,,NA,No,33008901
Nocodazole,Drosophila melanogaster,Canton-S,20 μM,,,9.03,S,,NA,Female,,NA,No,33008901
Gedunin,Drosophila melanogaster,Canton-S,200 μM,,,-2.26,NS,,NA,Male,,NA,No,33008901
Fluspirilene,Drosophila melanogaster,Canton-S,20 μM,,,8.86,S,,NA,Female,,NA,No,33008901
Fluspirilene,Drosophila melanogaster,Canton-S,200 μM,,,-3.11,NS,,NA,Male,,NA,No,33008901
Demethylpipodophyllotoxin,Drosophila melanogaster,Canton-S,200 μM,,,-5.77,S,,NA,Male,,NA,No,33008901
Chlorhexidine,Drosophila melanogaster,Canton-S,200 μM,,,-4.25,S,,NA,Male,,NA,No,33008901
Chlorhexidine,Drosophila melanogaster,Canton-S,20 μM,,,5.58,NS,,NA,Female,,NA,No,33008901
PhenylFuroxancarbonitrile,Drosophila melanogaster,Canton-S,200 μM,,,2.93,NS,,NA,Male,,NA,No,33008901
Centylpyridinium-Cl,Drosophila melanogaster,Canton-S,200 μM,,,2.74,NS,,NA,Male,,NA,No,33008901
Carvedilol,Drosophila melanogaster,Canton-S,20 μM,,,3.42,NS,,NA,Female,,NA,No,33008901
Carvedilol,Drosophila melanogaster,Canton-S,200 μM,,,0.61,NS,,NA,Male,,NA,No,33008901
3230_2939,Drosophila melanogaster,Canton-S,200 μM,,,-1.48,NS,,NA,Male,,NA,No,33008901
3230_2939,Drosophila melanogaster,Canton-S,20 μM,,,-7.5,NS,,NA,Female,,NA,No,33008901
Vincristine sulfate,Drosophila melanogaster,Canton-S,200 μM,,,12.76,NS,,NA,Male,,NA,No,33008901
Vincristine sulfate,Drosophila melanogaster,Canton-S,20 μM,,,-3.48,NS,,NA,Female,,NA,No,33008901
Tryptophan,Drosophila melanogaster,Canton-S,200 μM,,,4.68,NS,,NA,Male,,NA,No,33008901
Tetracycline HCL,Drosophila melanogaster,Canton-S,200 μM,,,0.28,NS,,NA,Male,,NA,No,33008901
Promethazine,Drosophila melanogaster,Canton-S,20 μM,,,-1.63,NS,,NA,Female,,NA,No,33008901
Tetracycline HCL,Drosophila melanogaster,Canton-S,20 μM,,,-4.34,NS,,NA,Female,,NA,No,33008901
Promethazine,Drosophila melanogaster,Canton-S,200 μM,,,9.98,NS,,NA,Male,,NA,No,33008901
Methanol,Drosophila melanogaster,Canton-S,200 μM,,,7.93,S,,NA,Male,,NA,No,33008901
